Gene,Growth
90196.1,0
3837.1,0
3692.1,0
10576.1,0
8565.1,0
9343.1,0
27339.1,0
23450.1,0
9184.1,0
1315.1,0
10575.1,0
23160.1,0
24148.1,0
8664.1,0
9775.1,0
5427.1,0
9533.1,0
10574.1,0
8607.1,0
23649.1,0
2617.1,0
5434.1,0
84148.1,0
991.1,0
9793.1,0
10056.1,0
85365.1,0
523.1,0
5111.1,0
9276.1,0
7372.1,0
55133.1,0
1938.1,0
6301.1,0
4976.1,0
4170.1,0
8732.1,0
55272.1,0
5347.1,0
29980.1,0
5719.1,0
8661.1,0
6625.1,0
85378.1,0
25885.1,0
5686.1,0
1058.1,0
25988.1,0
988.1,0
51163.1,0
5430.1,0
51690.1,0
7536.1,0
2193.1,0
55666.1,0
7407.1,0
1104.1,0
1665.1,0
10907.1,0
2618.1,0
5226.1,0
372.1,0
6421.1,0
22820.1,0
705.1,0
166378.1,0
10081.1,0
3619.1,0
4839.1,0
1642.1,0
92856.1,0
10856.1,0
8881.1,0
10051.1,0
55813.1,0
5701.1,0
1841.1,0
10213.1,0
64784.1,0
10444.1,0
2873.1,0
4691.1,0
1798.1,0
11331.1,0
90381.1,0
6193.1,0
8662.1,0
7203.1,0
10607.1,0
5432.1,0
84313.1,0
57647.1,0
1967.1,0
84138.1,0
6117.1,0
79019.1,0
23020.1,0
6185.1,0
10528.1,0
3376.1,0
86.1,0
9493.1,0
9277.1,0
3832.1,0
6729.1,0
348180.1,0
79050.1,0
4796.1,0
5707.1,0
10623.1,0
29945.1,0
10121.1,0
7150.1,0
10980.1,0
55746.1,0
6830.1,0
8892.1,0
6426.1,0
54859.1,0
8533.1,0
7086.1,0
7514.1,0
79902.1,0
1314.1,0
147841.1,0
7415.1,0
9879.1,0
7465.1,0
79954.1,0
4686.1,0
5876.1,0
85369.1,0
1213.1,0
5514.1,0
338657.1,0
6240.1,0
51096.1,0
55622.1,0
9188.1,0
64852.1,0
23203.1,0
5692.1,0
4176.1,0
5202.1,0
10713.1,0
10594.1,0
283871.1,0
16.1,0
10469.1,0
51067.1,0
60625.1,0
10171.1,0
55720.1,0
1894.1,0
4677.1,0
140823.1,0
80222.1,0
9146.1,0
84919.1,0
226.1,0
10460.1,0
10237.1,0
7014.1,0
51659.1,0
10459.1,0
161424.1,0
9716.1,0
488.1,0
5859.1,0
11169.1,0
10073.1,0
1477.1,0
55149.1,0
8480.1,0
10540.1,0
83443.1,0
51388.1,0
53981.1,0
8666.1,0
58517.1,0
5688.1,0
56919.1,0
9150.1,0
22803.1,0
55355.1,0
8175.1,0
3054.1,0
11338.1,0
4706.1,0
54663.1,0
84294.1,0
5702.1,0
3608.1,0
10992.1,0
5682.1,0
56257.1,0
9477.1,0
402.1,0
55599.1,0
9129.1,0
8890.1,0
80185.1,0
122769.1,0
2671.1,0
57617.1,0
10592.1,0
84930.1,0
5690.1,0
22916.1,0
9128.1,0
11128.1,0
9136.1,0
5903.1,0
51428.1,0
23383.1,0
4141.1,0
7428.1,0
4926.1,0
6432.1,0
171568.1,0
4905.1,0
57696.1,0
23256.1,0
5905.1,0
9055.1,0
27304.1,0
9972.1,0
57703.1,0
4174.1,0
10208.1,0
11052.1,0
23481.1,0
10885.1,0
83608.1,0
64951.1,0
1650.1,0
4236.1,0
5694.1,0
23195.1,0
84545.1,0
253714.1,0
79643.1,0
60528.1,0
29882.1,0
11339.1,0
9212.1,0
55644.1,0
51202.1,0
5695.1,0
4172.1,0
84135.1,0
5980.1,0
10959.1,0
55127.1,0
1479.1,0
2975.1,0
55100.1,0
7317.1,0
5297.1,0
64132.1,0
25936.1,0
7298.1,0
4928.1,0
55756.1,0
8452.1,0
51575.1,0
2091.1,0
23398.1,0
55683.1,0
79446.1,0
22.1,0
533.1,0
5976.1,0
5689.1,0
51406.1,0
890.1,0
6427.1,0
27243.1,0
57187.1,0
741.1,0
55334.1,0
60684.1,0
29074.1,0
10262.1,0
84529.1,0
29889.1,0
54606.1,0
90121.1,0
23451.1,0
84060.1,0
3309.1,0
6897.1,0
9646.1,0
6628.1,0
57062.1,0
1655.1,0
23354.1,0
23386.1,0
81875.1,0
55699.1,0
10419.1,0
55192.1,0
10939.1,0
4836.1,0
9688.1,0
6184.1,0
29101.1,0
8668.1,0
5198.1,0
253260.1,0
5822.1,0
10426.1,0
55143.1,0
617.1,0
11056.1,0
112858.1,0
5717.1,0
113130.1,0
150274.1,0
55037.1,0
1656.1,0
79980.1,0
1434.1,0
25929.1,0
80349.1,0
10128.1,0
7175.1,0
51520.1,0
117246.1,0
27158.1,0
23476.1,0
79039.1,0
6651.1,0
87178.1,0
9739.1,0
